p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.86008352725718e-229	1.73977552998191	0.132	0.04	5.71957083796310e-225	granulomaD4	ENSMUSG00000037035.Inhbb
1.91798026896481e-229	1.39752840382586	0.11	0.028	5.89759752903989e-225	granulomaD4	ENSMUSG00000067149.Jchain
2.3627878778005e-229	0.589044743217342	0.731	0.576	7.26533644544875e-225	granulomaD4	ENSMUSG00000006219.Fblim1
1.92814154292138e-227	0.854054845079002	0.468	0.283	5.92884243032896e-223	granulomaD4	ENSMUSG00000001674.Ddx18
3.91815056217189e-227	0.399913957533416	0.921	0.916	1.20479211636223e-222	granulomaD4	ENSMUSG00000036371.Serbp1
1.63737258452796e-226	0.499969498891367	0.866	0.808	5.03475696016503e-222	granulomaD4	ENSMUSG00000002379.Ndufa11
3.48688098049353e-226	2.93637560261535	0.067	0.009	1.07218103269196e-221	granulomaD4	ENSMUSG00000054720.Lrrc8c
5.95528139091451e-226	3.08452696161858	0.065	0.009	1.8311894748923e-221	granulomaD4	ENSMUSG00000021822.Plau
3.69189855108541e-225	1.75199658819618	0.142	0.046	1.13522188547325e-220	granulomaD4	ENSMUSG00000037849.Ifi206
4.24279721593408e-225	1.05852948871588	0.313	0.157	1.30461771592757e-220	granulomaD4	ENSMUSG00000066043.Phactr4
1.73049897211741e-224	1.09201975705902	0.322	0.166	5.32111128936383e-220	granulomaD4	ENSMUSG00000034751.Mast4
3.489355963946e-224	0.375548548472737	0.961	0.968	1.07294206535376e-219	granulomaD4	ENSMUSG00000001175.Calm1
3.14824446338757e-223	2.43253775338864	0.08	0.015	9.68053690047044e-219	granulomaD4	ENSMUSG00000021678.F2rl1
1.0057165760881e-222	1.61705558989409	0.18	0.069	3.0924778998133e-218	granulomaD4	ENSMUSG00000091119.Ccdc152
5.60927691496715e-221	1.70733483882919	0.124	0.036	1.72479655858325e-216	granulomaD4	ENSMUSG00000064354.mt-Co2
1.50439184571166e-220	2.50803723699978	0.073	0.012	4.62585448637877e-216	granulomaD4	ENSMUSG00000056492.Adgrf5
3.51622514869967e-220	0.521517230740463	0.842	0.788	1.08120407097366e-215	granulomaD4	ENSMUSG00000022205.Sub1
4.00413743475111e-220	0.791670689965127	0.629	0.46	1.23123221981162e-215	granulomaD4	ENSMUSG00000040483.Xaf1
4.43735500034366e-220	1.48906090896436	0.133	0.041	1.36444228905567e-215	granulomaD4	ENSMUSG00000021974.Fgf9
5.43793005413087e-219	1.60866616183463	0.203	0.086	1.6721091123447e-214	granulomaD4	ENSMUSG00000001300.Efnb2
7.88183864273589e-219	0.66590252635768	0.683	0.532	2.42358656425486e-214	granulomaD4	ENSMUSG00000027091.Zc3h15
